l1_code,l1_name,l2_code,l2_name,l3_code,l3_name,ts_code,name,in_date,out_date,is_new
801880.SI,汽车,801881.SI,摩托车及其他,858811.SI,其他运输设备,600679.SH,上海凤凰,19931008,,Y
801180.SI,房地产,801181.SI,房地产开发,851811.SI,住宅开发,600683.SH,京投发展,19931025,,Y
801740.SI,国防军工,801744.SI,航海装备Ⅱ,850935.SI,航海装备Ⅲ,600685.SH,中船防务,19931028,,Y
801880.SI,汽车,801096.SI,商用车,850913.SI,商用载客车,600686.SH,金龙汽车,19931108,,Y
801960.SI,石油石化,801963.SI,炼化及贸易,859631.SI,炼油化工,600688.SH,上海石化,19931108,,Y
801200.SI,商贸零售,801203.SI,一般零售,852031.SI,百货,600693.SH,东百集团,19931122,,Y
801200.SI,商贸零售,801203.SI,一般零售,852033.SI,多业态零售,600694.SH,大商股份,19931122,,Y
801790.SI,非银金融,801191.SI,多元金融,851927.SI,资产管理,600695.SH,退市绿庭(退市),19931122,,Y
801200.SI,商贸零售,801203.SI,一般零售,852033.SI,多业态零售,600697.SH,欧亚集团,19931206,,Y
801880.SI,汽车,801093.SI,汽车零部件,850923.SI,底盘与发动机系统,600698.SH,湖南天雁,19931206,,Y
801180.SI,房地产,801181.SI,房地产开发,851811.SI,住宅开发,600823.SH,*ST世茂(退市),19931012,,Y
801890.SI,机械设备,801074.SI,专用设备,850728.SI,楼宇设备,600835.SH,上海机电,19930806,,Y
801080.SI,电子,801085.SI,消费电子,850854.SI,消费电子零部件及组装,000021.SZ,深科技,19940202,,Y
801210.SI,社会服务,801219.SI,酒店餐饮,852121.SI,酒店,000033.SZ,新都退(退市),19940103,,Y
801970.SI,环保,801971.SI,环境治理,859713.SI,固废治理,000035.SZ,中国天楹,19940408,,Y
801180.SI,房地产,801181.SI,房地产开发,851811.SI,住宅开发,000036.SZ,华联控股,19940617,,Y
801890.SI,机械设备,801072.SI,通用设备,850751.SI,金属制品,000039.SZ,中集集团,19940408,,Y
801180.SI,房地产,801181.SI,房地产开发,851811.SI,住宅开发,000042.SZ,中洲控股,19940921,,Y
801180.SI,房地产,801181.SI,房地产开发,851811.SI,住宅开发,000047.SZ,ST中侨(退市),19941021,,Y
801160.SI,公用事业,801161.SI,电力,851611.SI,火力发电,000531.SZ,穗恒运A,19940106,,Y
801730.SI,电力设备,801738.SI,电网设备,857381.SI,输变电设备,000533.SZ,顺钠股份,19940103,,Y
801950.SI,煤炭,801951.SI,煤炭开采,859511.SI,动力煤,000552.SZ,甘肃能化,19940106,,Y
801230.SI,综合,801231.SI,综合Ⅱ,852311.SI,综合Ⅲ,000556.SZ,PT南洋(退市),19940525,,Y
801170.SI,交通运输,801179.SI,铁路公路,851771.SI,铁路运输,000557.SZ,西部创业,19940617,,Y
801880.SI,汽车,801093.SI,汽车零部件,850923.SI,底盘与发动机系统,000559.SZ,万向钱潮,19940110,,Y
801740.SI,国防军工,801742.SI,航空装备Ⅱ,857421.SI,航空装备Ⅲ,000561.SZ,烽火电子,19940509,,Y
801790.SI,非银金融,801193.SI,证券Ⅱ,851931.SI,证券Ⅲ,000562.SZ,宏源证券(退市),19940202,,Y
801790.SI,非银金融,801191.SI,多元金融,851924.SI,信托,000563.SZ,陕国投A,19940110,,Y
801200.SI,商贸零售,801203.SI,一般零售,852031.SI,百货,000564.SZ,供销大集,19940110,,Y
801150.SI,医药生物,801151.SI,化学制药,851512.SI,化学制剂,000566.SZ,海南海药,19940525,,Y
801120.SI,食品饮料,801125.SI,白酒Ⅱ,851251.SI,白酒Ⅲ,000568.SZ,泸州老窖,19940509,,Y
801040.SI,钢铁,801045.SI,特钢Ⅱ,850412.SI,特钢Ⅲ,000569.SZ,长城股份(退市),19940425,,Y
801880.SI,汽车,801093.SI,汽车零部件,850923.SI,底盘与发动机系统,000570.SZ,苏常柴A,19940701,,Y
801950.SI,煤炭,801951.SI,煤炭开采,859511.SI,动力煤,000571.SZ,新大洲A,19940525,,Y
801180.SI,房地产,801181.SI,房地产开发,851811.SI,住宅开发,000573.SZ,粤宏远A,19940815,,Y
801710.SI,建筑材料,801711.SI,水泥,857111.SI,水泥制造,600801.SH,华新建材,19940103,,Y
801710.SI,建筑材料,801711.SI,水泥,857111.SI,水泥制造,600802.SH,福建水泥,19940103,,Y
801770.SI,通信,801223.SI,通信服务,852212.SI,电信运营商,600804.SH,退市鹏博(退市),19940103,,Y
801890.SI,机械设备,801072.SI,通用设备,850711.SI,机床工具,600806.SH,退市昆机(退市),19940103,,Y
801040.SI,钢铁,801044.SI,普钢,850442.SI,板材,600808.SH,马钢股份,19940106,,Y
801120.SI,食品饮料,801125.SI,白酒Ⅱ,851251.SI,白酒Ⅲ,600809.SH,山西汾酒,19940106,,Y
801200.SI,商贸零售,801203.SI,一般零售,852031.SI,百货,600814.SH,杭州解百,19940114,,Y
801890.SI,机械设备,801077.SI,工程机械,850771.SI,工程机械整机,600815.SH,厦工股份,19940128,,Y
801790.SI,非银金融,801191.SI,多元金融,851924.SI,信托,600816.SH,建元信托,19940128,,Y
801710.SI,建筑材料,801712.SI,玻璃玻纤,857121.SI,玻璃制造,600819.SH,耀皮玻璃,19940128,,Y
801720.SI,建筑装饰,801723.SI,基础建设,857236.SI,基建市政工程,600820.SH,隧道股份,19940128,,Y
801890.SI,机械设备,801072.SI,通用设备,850731.SI,仪器仪表,002175.SZ,东方智造,20220729,,Y
801760.SI,传媒,801769.SI,出版,857692.SI,大众出版,600825.SH,新华传媒,19940204,,Y
801200.SI,商贸零售,801203.SI,一般零售,852033.SI,多业态零售,600827.SH,百联股份,19940204,,Y
801200.SI,商贸零售,801203.SI,一般零售,852031.SI,百货,600828.SH,茂业商业,19940224,,Y
801790.SI,非银金融,801191.SI,多元金融,851922.SI,金融控股,600830.SH,香溢融通,19940224,,Y
801760.SI,传媒,801995.SI,电视广播Ⅱ,859951.SI,电视广播Ⅲ,600831.SH,广电网络,19940224,,Y
801150.SI,医药生物,801154.SI,医药商业,851543.SI,线下药店,600833.SH,第一医药,19940224,,Y
801140.SI,轻工制造,801141.SI,包装印刷,851422.SI,印刷,600836.SH,*ST易连(退市),19940224,,Y
801180.SI,房地产,801183.SI,房地产服务,851831.SI,物业管理,002188.SZ,中天服务,20220729,,Y
801200.SI,商贸零售,801203.SI,一般零售,852033.SI,多业态零售,600838.SH,上海九百,19940224,,Y
801110.SI,家用电器,801112.SI,黑色家电,851121.SI,彩电,600839.SH,四川长虹,19940311,,Y
801150.SI,医药生物,801151.SI,化学制药,851512.SI,化学制剂,600842.SH,中西药业(退市),19940311,,Y
801890.SI,机械设备,801074.SI,专用设备,850721.SI,纺织服装设备,600843.SH,上工申贝,19940311,,Y
801030.SI,基础化工,801034.SI,化学制品,850339.SI,其他化学制品,603010.SH,万盛股份,20220729,,Y
801730.SI,电力设备,801737.SI,电池,857375.SI,蓄电池及其他电池,600847.SH,万里股份,19940324,,Y
801150.SI,医药生物,801154.SI,医药商业,851542.SI,医药流通,601607.SH,上海医药,19940324,,Y
801750.SI,计算机,801103.SI,IT服务Ⅱ,852226.SI,IT服务Ⅲ,600850.SH,电科数字,19940324,,Y
801770.SI,通信,801102.SI,通信设备,851024.SI,通信网络设备及器件,002796.SZ,世嘉科技,20220729,,Y
801150.SI,医药生物,801151.SI,化学制药,851512.SI,化学制剂,002742.SZ,*ST三圣,20220729,,Y
801200.SI,商贸零售,801203.SI,一般零售,852031.SI,百货,600859.SH,王府井,19940506,,Y
801160.SI,公用事业,801161.SI,电力,851611.SI,火力发电,600863.SH,内蒙华电,19940520,,Y
801200.SI,商贸零售,801203.SI,一般零售,852031.SI,百货,600865.SH,百大集团,19940809,,Y
801150.SI,医药生物,801152.SI,生物制品,851524.SI,其他生物制品,600867.SH,通化东宝,19940824,,Y
801170.SI,交通运输,801178.SI,物流,851786.SI,仓储物流,603066.SH,音飞储存,20220729,,Y
801080.SI,电子,801084.SI,光学光电子,850831.SI,面板,000050.SZ,深天马A,19950315,,Y
801170.SI,交通运输,801992.SI,航运港口,851711.SI,港口,000582.SZ,北部湾港,19951102,,Y
801730.SI,电力设备,801738.SI,电网设备,857381.SI,输变电设备,000585.SZ,东电退(退市),19951213,,Y
801120.SI,食品饮料,801129.SI,调味发酵品Ⅱ,851242.SI,调味发酵品Ⅲ,600872.SH,中炬高新,19950124,,Y
801150.SI,医药生物,801151.SI,化学制药,851511.SI,原料药,002817.SZ,黄山胶囊,20220729,,Y
801970.SI,环保,801971.SI,环境治理,859712.SI,水务及水治理,600874.SH,创业环保,19950630,,Y
801730.SI,电力设备,801733.SI,其他电源设备Ⅱ,857331.SI,综合电力设备商,600875.SH,东方电气,19951010,,Y
801710.SI,建筑材料,801712.SI,玻璃玻纤,857121.SI,玻璃制造,600876.SH,凯盛新能,19951031,,Y
801230.SI,综合,801231.SI,综合Ⅱ,852311.SI,综合Ⅲ,600878.SH,*ST北科(退市),19951013,,Y
801740.SI,国防军工,801741.SI,航天装备Ⅱ,857411.SI,航天装备Ⅲ,600879.SH,航天电子,19951115,,Y
801210.SI,社会服务,801218.SI,专业服务,852182.SI,检测服务,300416.SZ,苏试试验,20220729,,Y
801750.SI,计算机,801103.SI,IT服务Ⅱ,852226.SI,IT服务Ⅲ,603859.SH,能科科技,20220729,,Y
801200.SI,商贸零售,801203.SI,一般零售,852033.SI,多业态零售,000419.SZ,通程控股,19960816,,Y
801200.SI,商贸零售,801203.SI,一般零售,852031.SI,百货,600712.SH,南宁百货,19960626,,Y
801730.SI,电力设备,801737.SI,电池,857373.SI,锂电专用设备,300410.SZ,正业科技,20220729,,Y
801970.SI,环保,801971.SI,环境治理,859711.SI,大气治理,603315.SH,福鞍股份,20220729,,Y
801890.SI,机械设备,801074.SI,专用设备,850728.SI,楼宇设备,600894.SH,广日股份,19960328,,Y
801760.SI,传媒,801764.SI,游戏Ⅱ,857641.SI,游戏Ⅲ,600715.SH,文投控股,19960701,,Y
801200.SI,商贸零售,801206.SI,互联网电商,852063.SI,电商服务,300518.SZ,新迅达,20220729,,Y
801180.SI,房地产,801181.SI,房地产开发,851811.SI,住宅开发,600736.SH,苏州高新,19960815,,Y
801180.SI,房地产,801181.SI,房地产开发,851811.SI,住宅开发,600743.SH,华远控股,19960909,,Y
801880.SI,汽车,801093.SI,汽车零部件,850925.SI,其他汽车零部件,002965.SZ,祥鑫科技,20220729,,Y
801010.SI,农林牧渔,801016.SI,种植业,850112.SI,粮食种植,600762.SH,S*ST金荔(退市),19961025,,Y
801050.SI,有色金属,801055.SI,工业金属,850551.SI,铝,600768.SH,宁波富邦,19961111,,Y
801890.SI,机械设备,801074.SI,专用设备,850725.SI,能源及重型设备,301601.SZ,惠通科技,20241227,,Y
801030.SI,基础化工,801032.SI,化学纤维,850343.SI,粘胶,600889.SH,南京化纤,19960308,,Y
801890.SI,机械设备,801072.SI,通用设备,850731.SI,仪器仪表,688583.SH,思看科技,20241227,,Y
801880.SI,汽车,801093.SI,汽车零部件,850923.SI,底盘与发动机系统,920106.BJ,林泰新材,20241224,,Y
801080.SI,电子,801084.SI,光学光电子,850831.SI,面板,000413.SZ,ST旭电(退市),19960925,,Y
801150.SI,医药生物,801155.SI,中药Ⅱ,851521.SI,中药Ⅲ,000423.SZ,东阿阿胶,19960729,,Y
801180.SI,房地产,801181.SI,房地产开发,851811.SI,住宅开发,000609.SZ,ST中迪,19961010,,Y
801790.SI,非银金融,801191.SI,多元金融,851922.SI,金融控股,000617.SZ,中油资本,19961022,,Y
801080.SI,电子,801084.SI,光学光电子,850831.SI,面板,600707.SH,彩虹股份,19960520,,Y
801200.SI,商贸零售,801203.SI,一般零售,852031.SI,百货,600738.SH,丽尚国潮,19960802,,Y
801740.SI,国防军工,801742.SI,航空装备Ⅱ,857421.SI,航空装备Ⅲ,600765.SH,中航重机,19961106,,Y
801050.SI,有色金属,801055.SI,工业金属,850553.SI,铅锌,000603.SZ,盛达资源,19960823,,Y
801890.SI,机械设备,801077.SI,工程机械,850771.SI,工程机械整机,000425.SZ,徐工机械,19960828,,Y
801890.SI,机械设备,801072.SI,通用设备,850751.SI,金属制品,000595.SZ,*ST宝实,19960419,,Y
801200.SI,商贸零售,801202.SI,贸易Ⅱ,852021.SI,贸易Ⅲ,000653.SZ,ST九州(退市),19961126,,Y
801170.SI,交通运输,801992.SI,航运港口,851711.SI,港口,600717.SH,天津港,19960614,,Y
801730.SI,电力设备,801738.SI,电网设备,857321.SI,电网自动化设备,001388.SZ,信通电子,20250620,,Y
801040.SI,钢铁,801044.SI,普钢,850442.SI,板材,600782.SH,新钢股份,19961225,,Y
801030.SI,基础化工,801038.SI,农化制品,850332.SI,磷肥及磷化工,000675.SZ,ST银山(退市),19961226,,Y
801230.SI,综合,801231.SI,综合Ⅱ,852311.SI,综合Ⅲ,600700.SH,*ST数码(退市),19960430,,Y
801230.SI,综合,801231.SI,综合Ⅱ,852311.SI,综合Ⅲ,600701.SH,退市工新(退市),19960528,,Y
801120.SI,食品饮料,801125.SI,白酒Ⅱ,851251.SI,白酒Ⅲ,600702.SH,舍得酒业,19960524,,Y
801080.SI,电子,801081.SI,半导体,850818.SI,半导体设备,688729.SH,屹唐股份,20250620,,Y
801050.SI,有色金属,801054.SI,小金属,850544.SI,其他小金属,920068.BJ,天工股份,20250506,,Y
801010.SI,农林牧渔,801015.SI,渔业,850122.SI,水产养殖,600709.SH,ST生态(退市),19960618,,Y
801200.SI,商贸零售,801202.SI,贸易Ⅱ,852021.SI,贸易Ⅲ,600710.SH,苏美达,19960701,,Y
801150.SI,医药生物,801154.SI,医药商业,851542.SI,医药流通,600713.SH,南京医药,19960701,,Y
801180.SI,房地产,801181.SI,房地产开发,851811.SI,住宅开发,600716.SH,凤凰股份,19960702,,Y
801750.SI,计算机,801103.SI,IT服务Ⅱ,852226.SI,IT服务Ⅲ,600718.SH,东软集团,19960618,,Y
801160.SI,公用事业,801161.SI,电力,851614.SI,热力服务,600719.SH,大连热电,19960716,,Y
801950.SI,煤炭,801952.SI,焦炭Ⅱ,859521.SI,焦炭Ⅲ,600725.SH,云维股份,19960702,,Y
801160.SI,公用事业,801161.SI,电力,851611.SI,火力发电,600726.SH,华电能源,19960701,,Y
801030.SI,基础化工,801038.SI,农化制品,850333.SI,农药,600731.SH,湖南海利,19960802,,Y
801080.SI,电子,801086.SI,电子化学品Ⅱ,850861.SI,电子化学品Ⅲ,301630.SZ,同宇新材,20250627,,Y
801160.SI,公用事业,801161.SI,电力,851617.SI,风力发电,600930.SH,华电新能,20250627,,Y
801730.SI,电力设备,801735.SI,光伏设备,857354.SI,光伏辅材,920007.BJ,酉立智能,20250808,,Y
801880.SI,汽车,801093.SI,汽车零部件,850923.SI,底盘与发动机系统,001285.SZ,瑞立科密,20250912,,Y
801950.SI,煤炭,801952.SI,焦炭Ⅱ,859521.SI,焦炭Ⅲ,600740.SH,山西焦化,19960808,,Y
801880.SI,汽车,801093.SI,汽车零部件,850922.SI,车身附件及饰件,600741.SH,华域汽车,19960826,,Y
801880.SI,汽车,801093.SI,汽车零部件,850922.SI,车身附件及饰件,600742.SH,富维股份,19960826,,Y
801160.SI,公用事业,801161.SI,电力,851611.SI,火力发电,600744.SH,华银电力,19960905,,Y
801080.SI,电子,801082.SI,其他电子Ⅱ,850841.SI,其他电子Ⅲ,301563.SZ,云汉芯城,20250912,,Y
801770.SI,通信,801102.SI,通信设备,851024.SI,通信网络设备及器件,920045.BJ,蘅东光,20251229,,Y
801150.SI,医药生物,801155.SI,中药Ⅱ,851521.SI,中药Ⅲ,600750.SH,华润江中,19960829,,Y
801210.SI,社会服务,801219.SI,酒店餐饮,852121.SI,酒店,600754.SH,锦江酒店,19961011,,Y
801140.SI,轻工制造,801141.SI,包装印刷,851425.SI,纸包装,920121.BJ,江天科技,20251229,,Y
801710.SI,建筑材料,801712.SI,玻璃玻纤,857122.SI,玻纤制造,601112.SH,振石股份,20260123,,Y
801890.SI,机械设备,801077.SI,工程机械,850771.SI,工程机械整机,600761.SH,安徽合力,19961009,,Y
801140.SI,轻工制造,801143.SI,造纸,851412.SI,大宗用纸,603284.SH,林平发展,20260123,,Y
801180.SI,房地产,801181.SI,房地产开发,851811.SI,住宅开发,000667.SZ,ST美置(退市),19891101,,Y
801080.SI,电子,801083.SI,元件,850822.SI,印制电路板,600601.SH,方正科技,19901219,,Y
801880.SI,汽车,801092.SI,汽车服务,850232.SI,汽车经销商,600653.SH,申华控股,19901219,,Y
801780.SI,银行,801783.SI,股份制银行Ⅱ,857831.SI,股份制银行Ⅲ,000001.SZ,平安银行,19910403,,Y
801180.SI,房地产,801181.SI,房地产开发,851811.SI,住宅开发,000002.SZ,万科A,19910129,,Y
801180.SI,房地产,801181.SI,房地产开发,851811.SI,住宅开发,000014.SZ,沙河股份,19911219,,Y
801180.SI,房地产,801181.SI,房地产开发,851811.SI,住宅开发,000011.SZ,深物业A,19920330,,Y
801710.SI,建筑材料,801712.SI,玻璃玻纤,857121.SI,玻璃制造,000012.SZ,南玻A,19920228,,Y
801230.SI,综合,801231.SI,综合Ⅱ,852311.SI,综合Ⅲ,000015.SZ,PT中浩A(退市),19920625,,Y
801080.SI,电子,801084.SI,光学光电子,850831.SI,面板,000020.SZ,深华发A,19920428,,Y
801750.SI,计算机,801104.SI,软件开发,851041.SI,垂直应用软件,000503.SZ,国新健康,19921130,,Y
801150.SI,医药生物,801156.SI,医疗服务,851565.SI,其他医疗服务,000504.SZ,*ST生物,19921208,,Y
801180.SI,房地产,801181.SI,房地产开发,851813.SI,产业地产,600604.SH,市北高新,19920327,,Y
801180.SI,房地产,801181.SI,房地产开发,851811.SI,住宅开发,600606.SH,绿地控股,19920327,,Y
801150.SI,医药生物,801155.SI,中药Ⅱ,851521.SI,中药Ⅲ,600607.SH,上实医药(退市),19920327,,Y
801880.SI,汽车,801093.SI,汽车零部件,850922.SI,车身附件及饰件,600609.SH,金杯汽车,19920724,,Y
801170.SI,交通运输,801179.SI,铁路公路,851721.SI,公交,600611.SH,大众交通,19920807,,Y
801130.SI,纺织服饰,801133.SI,饰品,851331.SI,钟表珠宝,600612.SH,老凤祥,19920814,,Y
801030.SI,基础化工,801033.SI,化学原料,850322.SI,氯碱,600618.SH,氯碱化工,19921113,,Y
801110.SI,家用电器,801116.SI,家电零部件Ⅱ,851161.SI,家电零部件Ⅲ,600619.SH,海立股份,19921116,,Y
801180.SI,房地产,801181.SI,房地产开发,851811.SI,住宅开发,600657.SH,信达地产,19921221,,Y
801170.SI,交通运输,801179.SI,铁路公路,851721.SI,公交,600834.SH,申通地铁,19920619,,Y
801170.SI,交通运输,801992.SI,航运港口,851711.SI,港口,001872.SZ,招商港口,19930505,,Y
801130.SI,纺织服饰,801133.SI,饰品,851331.SI,钟表珠宝,000026.SZ,飞亚达,19930603,,Y
801160.SI,公用事业,801161.SI,电力,851611.SI,火力发电,000027.SZ,深圳能源,19930903,,Y
801150.SI,医药生物,801154.SI,医药商业,851542.SI,医药流通,000028.SZ,国药一致,19930505,,Y
801180.SI,房地产,801181.SI,房地产开发,851811.SI,住宅开发,000029.SZ,深深房A,19930915,,Y
801750.SI,计算机,801103.SI,IT服务Ⅱ,852226.SI,IT服务Ⅲ,000034.SZ,神州数码,19931018,,Y
801030.SI,基础化工,801033.SI,化学原料,850322.SI,氯碱,000510.SZ,新金路,19930507,,Y
801150.SI,医药生物,801151.SI,化学制药,851512.SI,化学制剂,000513.SZ,丽珠集团,19931028,,Y
801180.SI,房地产,801181.SI,房地产开发,851811.SI,住宅开发,000514.SZ,渝开发,19930712,,Y
801030.SI,基础化工,801033.SI,化学原料,850323.SI,无机盐,000515.SZ,攀渝钛业(退市),19930712,,Y
801150.SI,医药生物,801152.SI,生物制品,851524.SI,其他生物制品,000518.SZ,*ST四环,19930908,,Y
801170.SI,交通运输,801992.SI,航运港口,851761.SI,航运,000520.SZ,凤凰航运,19931025,,Y
801110.SI,家用电器,801111.SI,白色家电,851116.SI,冰洗,000521.SZ,长虹美菱,19931018,,Y
801150.SI,医药生物,801151.SI,化学制药,851512.SI,化学制剂,000522.SZ,白云山A(退市),19931108,,Y
801030.SI,基础化工,801038.SI,农化制品,850333.SI,农药,000525.SZ,红太阳,19931028,,Y
801110.SI,家用电器,801111.SI,白色家电,851112.SI,空调,000527.SZ,美的电器(退市),19931112,,Y
801890.SI,机械设备,801077.SI,工程机械,850771.SI,工程机械整机,000528.SZ,柳工,19931118,,Y
801890.SI,机械设备,801072.SI,通用设备,850715.SI,制冷空调设备,000530.SZ,冰山冷热,19931208,,Y
801080.SI,电子,801084.SI,光学光电子,850831.SI,面板,000536.SZ,华映科技,19931126,,Y
801150.SI,医药生物,801155.SI,中药Ⅱ,851521.SI,中药Ⅲ,000538.SZ,云南白药,19931215,,Y
801160.SI,公用事业,801161.SI,电力,851611.SI,火力发电,000539.SZ,粤电力A,19931126,,Y
801180.SI,房地产,801181.SI,房地产开发,851811.SI,住宅开发,000540.SZ,*ST中天(退市),19931206,,Y
801160.SI,公用事业,801161.SI,电力,851611.SI,火力发电,000543.SZ,皖能电力,19931220,,Y
801970.SI,环保,801971.SI,环境治理,859712.SI,水务及水治理,000544.SZ,中原环保,19931208,,Y
801170.SI,交通运输,801179.SI,铁路公路,851731.SI,高速公路,000548.SZ,湖南投资,19931220,,Y
801880.SI,汽车,801096.SI,商用车,850912.SI,商用载货车,000550.SZ,江铃汽车,19931201,,Y
801030.SI,基础化工,801038.SI,农化制品,850333.SI,农药,000553.SZ,安道麦A,19931203,,Y
801960.SI,石油石化,801963.SI,炼化及贸易,859632.SI,油品石化贸易,000554.SZ,泰山石油,19931215,,Y
801120.SI,食品饮料,801126.SI,非白酒,851232.SI,啤酒,600600.SH,青岛啤酒,19930827,,Y
801200.SI,商贸零售,801203.SI,一般零售,852031.SI,百货,600628.SH,新世界,19930119,,Y
801130.SI,纺织服饰,801132.SI,服装家纺,851329.SI,非运动服装,600630.SH,龙头股份,19930209,,Y
801760.SI,传媒,801764.SI,游戏Ⅱ,857641.SI,游戏Ⅲ,600633.SH,浙数文化,19930304,,Y
801180.SI,房地产,801181.SI,房地产开发,851811.SI,住宅开发,600638.SH,新黄浦,19930326,,Y
801180.SI,房地产,801181.SI,房地产开发,851813.SI,产业地产,600639.SH,浦东金桥,19930326,,Y
801180.SI,房地产,801181.SI,房地产开发,851811.SI,住宅开发,600641.SH,先导基电,19930407,,Y
801160.SI,公用事业,801161.SI,电力,851611.SI,火力发电,600642.SH,申能股份,19930416,,Y
801790.SI,非银金融,801191.SI,多元金融,851922.SI,金融控股,600643.SH,爱建集团,19930426,,Y
801180.SI,房地产,801181.SI,房地产开发,851813.SI,产业地产,600648.SH,外高桥,19930504,,Y
801180.SI,房地产,801181.SI,房地产开发,851811.SI,住宅开发,600649.SH,城投控股,19930518,,Y
801180.SI,房地产,801181.SI,房地产开发,851813.SI,产业地产,600658.SH,电子城,19930524,,Y
801230.SI,综合,801231.SI,综合Ⅱ,852311.SI,综合Ⅲ,600659.SH,*ST花雕(退市),19930528,,Y
801880.SI,汽车,801093.SI,汽车零部件,850922.SI,车身附件及饰件,600660.SH,福耀玻璃,19930610,,Y
801180.SI,房地产,801181.SI,房地产开发,851812.SI,商业地产,600663.SH,陆家嘴,19930628,,Y
801180.SI,房地产,801181.SI,房地产开发,851811.SI,住宅开发,600665.SH,天地源,19930709,,Y
801150.SI,医药生物,801155.SI,中药Ⅱ,851521.SI,中药Ⅲ,600671.SH,天目药业,19930823,,Y
801180.SI,房地产,801181.SI,房地产开发,851811.SI,住宅开发,600675.SH,中华企业,19930924,,Y
801010.SI,农林牧渔,801016.SI,种植业,850113.SI,其他种植业,600359.SH,新农开发,19990429,,Y
801960.SI,石油石化,801963.SI,炼化及贸易,859632.SI,油品石化贸易,000096.SZ,广聚能源,20000724,,Y
801150.SI,医药生物,801151.SI,化学制药,851512.SI,化学制剂,000153.SZ,丰原药业,20000918,,Y
801890.SI,机械设备,801077.SI,工程机械,850771.SI,工程机械整机,000157.SZ,中联重科,20001012,,Y
801140.SI,轻工制造,801143.SI,造纸,851412.SI,大宗用纸,000488.SZ,ST晨鸣,20001120,,Y
801130.SI,纺织服饰,801131.SI,纺织制造,851312.SI,棉纺,000726.SZ,鲁泰A,20001225,,Y
801880.SI,汽车,801096.SI,商用车,850913.SI,商用载客车,000957.SZ,中通客车,20000113,,Y
801050.SI,有色金属,801054.SI,小金属,850544.SI,其他小金属,000960.SZ,锡业股份,20000221,,Y
801150.SI,医药生物,801151.SI,化学制药,851512.SI,化学制剂,000963.SZ,华东医药,20000127,,Y
801180.SI,房地产,801181.SI,房地产开发,851811.SI,住宅开发,000965.SZ,天保基建,20000406,,Y
801160.SI,公用事业,801161.SI,电力,851611.SI,火力发电,000966.SZ,长源电力,20000224,,Y
801970.SI,环保,801972.SI,环保设备Ⅱ,859721.SI,环保设备Ⅲ,000967.SZ,盈峰环境,20000328,,Y
801960.SI,石油石化,801961.SI,油气开采Ⅱ,859611.SI,油气开采Ⅲ,000968.SZ,蓝焰控股,20000622,,Y
801010.SI,农林牧渔,801012.SI,农产品加工,850151.SI,果蔬加工,000972.SZ,*ST中基,20000512,,Y
801750.SI,计算机,801101.SI,计算机设备,850703.SI,其他计算机设备,000977.SZ,浪潮信息,20000608,,Y
801210.SI,社会服务,801993.SI,旅游及景区,852112.SI,自然景区,000978.SZ,桂林旅游,20000426,,Y
801180.SI,房地产,801181.SI,房地产开发,851811.SI,住宅开发,000979.SZ,中弘退(退市),20000616,,Y
801880.SI,汽车,801093.SI,汽车零部件,850926.SI,汽车电子电气系统,000980.SZ,众泰汽车,20000616,,Y
801950.SI,煤炭,801951.SI,煤炭开采,859512.SI,焦煤,000983.SZ,山西焦煤,20000726,,Y
801150.SI,医药生物,801155.SI,中药Ⅱ,851521.SI,中药Ⅲ,000989.SZ,九芝堂,20000628,,Y
801160.SI,公用事业,801161.SI,电力,851612.SI,水力发电,000993.SZ,闽东电力,20000731,,Y
801120.SI,食品饮料,801125.SI,白酒Ⅱ,851251.SI,白酒Ⅲ,000995.SZ,皇台酒业,20000807,,Y
801880.SI,汽车,801092.SI,汽车服务,850232.SI,汽车经销商,000996.SZ,中期退(退市),20000718,,Y
801750.SI,计算机,801101.SI,计算机设备,850703.SI,其他计算机设备,000997.SZ,新大陆,20000801,,Y
801010.SI,农林牧渔,801016.SI,种植业,850111.SI,种子,000998.SZ,隆平高科,20000629,,Y
801150.SI,医药生物,801155.SI,中药Ⅱ,851521.SI,中药Ⅲ,000999.SZ,华润三九,20000309,,Y
801970.SI,环保,801971.SI,环境治理,859712.SI,水务及水治理,600008.SH,首创环保,20000424,,Y
801780.SI,银行,801783.SI,股份制银行Ⅱ,857831.SI,股份制银行Ⅲ,600016.SH,民生银行,20001219,,Y
801040.SI,钢铁,801044.SI,普钢,850442.SI,板材,600019.SH,宝钢股份,20001212,,Y
801740.SI,国防军工,801742.SI,航空装备Ⅱ,857421.SI,航空装备Ⅲ,600038.SH,中直股份,20001218,,Y
801080.SI,电子,801085.SI,消费电子,850854.SI,消费电子零部件及组装,600130.SH,*ST波导,20000706,,Y
801040.SI,钢铁,801044.SI,普钢,850441.SI,长材,600231.SH,凌钢股份,20000424,,Y
801890.SI,机械设备,801074.SI,专用设备,850721.SI,纺织服装设备,600232.SH,金鹰股份,20000424,,Y
801170.SI,交通运输,801178.SI,物流,851784.SI,快递,600233.SH,圆通速递,20000424,,Y
801140.SI,轻工制造,801143.SI,造纸,851413.SI,特种纸,600235.SH,民丰特纸,20000615,,Y
801160.SI,公用事业,801161.SI,电力,851612.SI,水力发电,600236.SH,桂冠电力,20000323,,Y
801080.SI,电子,801083.SI,元件,850823.SI,被动元件,600237.SH,铜峰电子,20000609,,Y
